user_id,total_orders,max_order_number,avg_days_between_orders,prior_order_items,prior_unique_products,prior_reordered_items,prior_orders,order_id,latest_order_number,latest_order_dow,latest_order_hour,latest_days_since_prior_order
103979,12,12,16.272727272727273,149,149,53,11,1153838,12,0,16,14.0
103980,24,24,10.347826086956522,175,174,64,23,838549,24,2,15,1.0
103981,4,4,14.666666666666666,53,53,11,3,2256680,4,3,11,30.0
103982,9,9,14.875,103,103,39,8,599436,9,1,16,26.0
103983,6,6,12.6,50,50,17,5,955296,6,4,14,30.0
103984,4,4,18.333333333333332,20,20,5,3,1488040,4,2,19,12.0
103985,20,20,17.105263157894736,100,100,60,19,921448,20,5,11,8.0
103986,11,11,23.1,204,204,93,10,1577003,11,5,12,30.0
103987,18,18,13.529411764705882,227,227,142,17,1208741,18,6,8,7.0
103988,4,4,4.0,9,9,3,3,1673968,4,3,8,1.0
103989,28,28,13.037037037037036,186,182,112,27,417704,28,4,22,13.0
103990,61,61,6.083333333333333,608,598,398,60,941146,61,2,17,5.0
103991,16,16,19.466666666666665,120,117,77,15,1263772,16,6,10,30.0
103992,6,6,10.2,22,22,5,5,2712559,6,4,13,22.0
103993,5,5,9.25,22,22,4,4,683165,5,0,13,10.0
103994,26,26,14.56,311,311,198,25,143327,26,6,15,10.0
103995,19,19,12.833333333333334,244,244,146,18,1321092,19,4,9,23.0
103996,11,11,13.4,126,126,81,10,654016,11,1,16,21.0
103997,8,8,20.571428571428573,26,26,3,7,2692841,8,2,11,30.0
103998,8,8,21.285714285714285,94,94,37,7,569872,8,0,10,14.0
103999,22,22,16.047619047619047,63,62,37,21,1487437,22,6,15,13.0
104000,9,9,5.5,41,41,18,8,2590211,9,3,12,8.0
104001,17,17,9.3125,291,291,128,16,3308999,17,4,12,10.0
104002,15,15,14.285714285714286,200,200,106,14,3296820,15,3,18,30.0
104003,6,6,6.6,57,57,26,5,1119479,6,3,11,9.0
104004,36,36,9.657142857142857,556,547,349,35,214971,36,5,9,5.0
104005,11,11,22.2,49,47,21,10,2230857,11,5,15,30.0
104006,12,12,20.363636363636363,96,92,46,11,205341,12,2,18,9.0
104007,28,28,2.925925925925926,280,274,188,27,1624335,28,4,11,0.0
104008,54,54,6.867924528301887,247,229,189,53,3310001,54,5,14,7.0
104009,5,5,22.75,9,9,1,4,747392,5,0,11,30.0
104010,38,38,6.945945945945946,339,335,192,37,391866,38,0,8,9.0
104011,47,47,5.934782608695652,333,324,244,46,2522392,47,0,8,11.0
104012,32,32,11.290322580645162,380,369,282,31,1200189,32,5,9,15.0
104013,36,36,5.8,367,351,289,35,931640,36,6,20,5.0
104014,9,9,10.375,37,37,5,8,2258414,9,1,15,1.0
104015,10,10,11.222222222222221,84,84,18,9,2041815,10,3,14,9.0
104016,19,19,18.27777777777778,206,206,104,18,3074526,19,2,6,30.0
104017,23,23,10.863636363636363,60,60,13,22,554643,23,3,10,29.0
104018,37,37,8.36111111111111,259,257,147,36,786886,37,1,15,4.0
104019,6,6,18.2,34,34,5,5,336887,6,4,21,7.0
104020,9,9,16.125,13,13,5,8,2306811,9,2,9,18.0
104021,17,17,11.4375,90,90,40,16,3101741,17,5,10,30.0
104022,39,39,3.236842105263158,246,240,161,38,3380321,39,2,9,4.0
104023,4,4,29.333333333333332,10,10,4,3,284774,4,3,8,28.0
104024,5,5,12.75,61,61,9,4,1991505,5,5,19,13.0
104025,5,5,26.75,24,24,3,4,110921,5,4,15,30.0
104026,39,39,8.526315789473685,322,311,239,38,1879797,39,0,10,11.0
104027,6,6,14.0,25,25,14,5,2990064,6,3,9,8.0
104028,31,31,11.633333333333333,269,269,169,30,1764000,31,5,10,5.0
104029,10,10,29.333333333333332,13,13,9,9,2745318,10,4,6,29.0
104030,24,24,9.695652173913043,344,337,273,23,1640053,24,1,17,9.0
104031,6,6,11.4,106,106,46,5,835651,6,5,14,16.0
104032,4,4,15.666666666666666,43,43,5,3,3250616,4,3,18,30.0
104033,4,4,30.0,8,8,1,3,2008832,4,4,10,30.0
104034,11,11,7.7,61,61,35,10,281418,11,5,16,7.0
104035,11,11,21.1,267,267,140,10,577219,11,0,10,4.0
104036,4,4,30.0,42,42,9,3,1683210,4,0,13,30.0
104037,22,22,14.333333333333334,320,313,184,21,2916309,22,3,10,12.0
104038,6,6,20.2,29,29,7,5,2280441,6,6,17,30.0
104039,4,4,30.0,17,17,2,3,1065405,4,3,14,30.0
104040,4,4,22.333333333333332,46,46,6,3,2830098,4,5,10,30.0
104041,4,4,29.333333333333332,24,24,5,3,1035683,4,5,16,30.0
104042,79,79,4.653846153846154,662,647,456,78,874736,79,5,14,8.0
104043,15,15,16.571428571428573,35,35,14,14,163171,15,3,14,15.0
104044,8,8,20.428571428571427,69,69,16,7,2750415,8,4,15,12.0
104045,5,5,22.0,42,42,9,4,924858,5,6,15,30.0
104046,11,11,25.3,179,179,84,10,2879558,11,0,18,30.0
104047,4,4,30.0,21,21,10,3,3393419,4,0,12,30.0
104048,7,7,12.666666666666666,40,40,9,6,336572,7,5,20,26.0
104049,30,30,10.241379310344827,224,224,116,29,2052275,30,5,10,16.0
104050,13,13,18.416666666666668,93,93,28,12,50368,13,5,12,30.0
104051,26,26,12.04,478,458,401,25,1608886,26,3,10,7.0
104052,40,40,5.205128205128205,305,304,148,39,124003,40,0,13,1.0
104053,8,8,11.571428571428571,71,71,20,7,1672757,8,6,14,10.0
104054,22,22,13.952380952380953,457,421,351,21,1535966,22,5,14,22.0
104055,14,14,19.0,235,229,120,13,1569028,14,0,12,7.0
104056,10,10,19.333333333333332,48,48,19,9,233086,10,4,9,7.0
104057,6,6,23.8,65,65,27,5,580134,6,1,14,11.0
104058,18,18,8.058823529411764,97,97,24,17,3398195,18,3,15,15.0
104059,16,16,17.8,224,224,89,15,677995,16,6,11,30.0
104060,10,10,19.0,52,52,1,9,2290129,10,0,19,30.0
104061,28,28,11.25925925925926,108,106,45,27,1496421,28,5,13,8.0
104062,6,6,20.2,66,66,8,5,907735,6,1,18,8.0
104063,5,5,29.5,24,24,11,4,3180161,5,0,11,30.0
104064,17,17,14.8125,192,192,99,16,196906,17,1,6,24.0
104065,24,24,15.304347826086957,74,74,28,23,1027376,24,0,16,2.0
104066,4,4,23.333333333333332,24,24,5,3,2485667,4,6,13,30.0
104067,28,28,11.222222222222221,347,344,207,27,2436814,28,5,12,23.0
104068,14,14,12.384615384615385,88,88,44,13,2586737,14,6,11,6.0
104069,6,6,20.0,59,59,30,5,1641834,6,1,15,30.0
104070,9,9,9.625,205,205,115,8,1980053,9,5,12,21.0
104071,6,6,12.0,70,70,18,5,2965229,6,0,15,30.0
104072,60,60,6.186440677966102,545,535,428,59,2843764,60,0,11,6.0
104073,6,6,29.4,7,7,4,5,369665,6,0,19,27.0
104074,21,21,7.7,512,506,277,20,2265667,21,1,14,4.0
104075,7,7,15.833333333333334,40,40,23,6,1460211,7,3,14,30.0
104076,12,12,19.545454545454547,163,163,74,11,2638554,12,4,10,0.0
104077,30,30,11.620689655172415,209,207,95,29,2481880,30,0,11,7.0
104078,11,11,13.5,224,224,123,10,3247483,11,0,11,30.0
104079,7,7,16.666666666666668,128,128,48,6,57193,7,2,6,11.0
104080,10,10,18.0,80,80,34,9,1198027,10,0,16,27.0
104081,6,6,18.2,26,26,12,5,3123519,6,2,18,30.0
104082,38,38,9.243243243243244,384,380,209,37,3031938,38,0,12,11.0
104083,14,14,11.76923076923077,98,98,41,13,1156612,14,5,17,5.0
104084,5,5,12.25,26,26,9,4,2942906,5,0,13,15.0
104085,5,5,15.0,17,17,8,4,2696231,5,0,14,13.0
104086,7,7,20.166666666666668,77,77,22,6,685520,7,4,17,25.0
104087,5,5,25.75,51,51,21,4,954232,5,6,19,30.0
104088,5,5,16.25,44,44,10,4,1749830,5,6,20,30.0
104089,11,11,8.5,26,24,21,10,2093543,11,3,14,2.0
104090,4,4,27.0,20,20,9,3,1146661,4,2,16,30.0
104091,21,21,13.1,231,225,122,20,2559621,21,6,19,30.0
104092,8,8,17.142857142857142,79,71,30,7,1910010,8,0,13,30.0
104093,4,4,6.666666666666667,36,36,15,3,3324546,4,6,11,6.0
104094,4,4,30.0,70,70,17,3,291655,4,6,11,30.0
104095,10,10,21.11111111111111,16,16,6,9,705379,10,2,7,10.0
104096,5,5,14.25,58,58,21,4,1114365,5,5,11,8.0
104097,4,4,11.333333333333334,3,3,2,3,1753720,4,5,16,2.0
104098,11,11,14.9,146,146,58,10,810474,11,0,17,7.0
104099,6,6,20.6,44,44,7,5,3390589,6,1,9,3.0
104100,5,5,20.0,6,6,3,4,888165,5,4,12,30.0
104101,15,15,6.142857142857143,147,147,59,14,3173878,15,3,15,3.0
104102,7,7,8.333333333333334,78,78,25,6,2923627,7,4,11,12.0
104103,45,45,8.25,392,388,246,44,1212205,45,6,16,5.0
104104,9,9,17.5,18,18,8,8,1030097,9,4,7,30.0
104105,7,7,12.166666666666666,138,138,71,6,1663784,7,5,9,30.0
104106,8,8,21.285714285714285,19,19,7,7,1243148,8,0,11,24.0
104107,4,4,22.333333333333332,47,47,10,3,1716488,4,2,12,30.0
104108,4,4,26.0,65,65,19,3,2018889,4,1,13,18.0
104109,5,5,23.75,24,24,2,4,294944,5,5,17,30.0
104110,9,9,22.25,127,127,49,8,239261,9,0,13,30.0
104111,15,15,18.357142857142858,230,217,144,14,1656366,15,4,16,30.0
104112,13,13,12.333333333333334,168,168,92,12,2958140,13,3,16,4.0
104113,10,10,18.88888888888889,48,48,6,9,1491866,10,3,12,30.0
104114,18,18,13.588235294117647,200,193,151,17,624792,18,6,10,21.0
104115,20,20,13.894736842105264,264,264,136,19,1359369,20,3,16,3.0
104116,13,13,20.583333333333332,105,105,42,12,1735638,13,0,23,30.0
104117,11,11,6.9,151,151,101,10,1555271,11,0,20,4.0
104118,6,6,14.0,64,64,12,5,1010544,6,2,8,30.0
104119,11,11,20.4,139,139,32,10,2508071,11,2,1,30.0
104120,6,6,28.8,65,65,19,5,2781659,6,5,17,30.0
104121,9,9,18.625,97,97,47,8,2461912,9,6,11,7.0
104122,4,4,25.333333333333332,104,104,21,3,181990,4,2,14,30.0
104123,4,4,20.0,18,18,6,3,2013248,4,5,15,30.0
104124,6,6,15.0,36,36,6,5,2478784,6,0,15,30.0
104125,4,4,11.666666666666666,16,16,6,3,1678675,4,1,9,30.0
104126,8,8,23.857142857142858,51,51,9,7,965573,8,0,13,12.0
104127,25,25,10.25,221,211,117,24,3285800,25,3,20,3.0
104128,13,13,14.583333333333334,73,73,13,12,2117658,13,1,17,16.0
104129,61,61,6.016666666666667,298,282,251,60,110491,61,5,15,7.0
104130,30,30,10.586206896551724,289,286,153,29,3268061,30,2,19,1.0
104131,36,36,9.114285714285714,290,284,182,35,197549,36,3,12,10.0
104132,25,25,14.666666666666666,396,389,203,24,3008532,25,6,13,30.0
104133,14,14,18.076923076923077,177,173,71,13,18381,14,6,10,30.0
104134,6,6,26.4,10,10,1,5,1065488,6,6,20,30.0
104135,5,5,19.5,27,27,5,4,2206815,5,0,13,22.0
104136,19,19,15.5,132,132,65,18,2110690,19,5,10,3.0
104137,6,6,21.8,40,40,10,5,1386525,6,0,9,30.0
104138,5,5,14.0,18,18,9,4,918179,5,4,9,4.0
104139,4,4,16.0,33,33,4,3,3124670,4,5,17,9.0
104140,11,11,11.1,39,39,13,10,2171553,11,1,11,23.0
104141,93,93,3.9130434782608696,690,679,401,92,1007579,93,6,14,2.0
104142,8,8,27.142857142857142,37,37,17,7,2860059,8,0,8,30.0
104143,14,14,13.384615384615385,206,202,102,13,3254346,14,1,15,9.0
104144,5,5,8.5,58,58,2,4,914375,5,6,18,8.0
104145,13,13,19.833333333333332,58,57,21,12,3054674,13,6,9,27.0
104146,11,11,14.9,123,123,39,10,1590249,11,0,9,8.0
104147,5,5,18.25,85,85,42,4,232289,5,1,10,8.0
104148,14,14,12.076923076923077,30,30,22,13,904118,14,5,16,30.0
104149,20,20,13.789473684210526,346,333,170,19,456462,20,6,11,20.0
104150,5,5,19.25,17,17,2,4,3049047,5,6,16,30.0
104151,18,18,5.470588235294118,192,192,108,17,2431712,18,0,21,6.0
104152,23,23,12.727272727272727,172,172,70,22,2155437,23,4,18,6.0
104153,7,7,17.5,32,32,11,6,3208495,7,6,14,30.0
104154,4,4,26.0,16,16,0,3,1912725,4,4,16,28.0
104155,5,5,8.25,55,55,9,4,1705495,5,2,11,15.0
104156,73,73,5.055555555555555,927,911,664,72,2052455,73,1,12,15.0
104157,6,6,26.0,196,196,87,5,3304973,6,2,9,29.0
104158,4,4,18.333333333333332,18,18,0,3,771268,4,1,10,23.0
104159,9,9,16.375,100,100,32,8,918579,9,2,14,13.0
104160,10,10,16.666666666666668,30,29,18,9,3391531,10,4,8,30.0
104161,28,28,11.444444444444445,61,60,37,27,2116841,28,4,11,15.0
104162,11,11,29.1,98,98,50,10,1579878,11,4,11,30.0
104163,17,17,16.8125,92,92,41,16,839931,17,3,9,28.0
104164,4,4,20.666666666666668,28,28,1,3,3276112,4,1,14,3.0
104165,28,28,10.925925925925926,315,313,137,27,3192089,28,3,15,4.0
104166,4,4,8.0,7,7,0,3,2583973,4,5,12,1.0
104167,19,19,14.444444444444445,254,254,137,18,262541,19,5,22,17.0
104168,22,22,13.428571428571429,498,497,265,21,1257913,22,1,15,15.0
104169,4,4,19.666666666666668,11,11,0,3,1398875,4,3,10,2.0
104170,17,17,6.9375,201,201,113,16,1689041,17,3,15,2.0
104171,14,14,18.846153846153847,113,113,44,13,3238662,14,1,15,9.0
104172,27,27,13.384615384615385,297,294,201,26,1364261,27,0,4,13.0
104173,12,12,12.545454545454545,95,95,33,11,1294643,12,5,14,4.0
104174,17,17,15.625,158,158,102,16,374993,17,5,21,20.0
104175,6,6,27.0,19,19,2,5,2919450,6,1,14,30.0
104176,6,6,21.6,36,36,14,5,2572725,6,2,9,30.0
104177,24,24,3.9565217391304346,100,100,39,23,1736282,24,5,20,1.0
104178,27,27,9.038461538461538,293,292,193,26,3056026,27,4,12,30.0
104179,6,6,16.8,47,47,14,5,350233,6,6,13,0.0
104180,20,20,10.263157894736842,112,112,78,19,1281707,20,0,16,7.0
104181,12,12,8.181818181818182,150,150,101,11,3244155,12,5,14,8.0
104182,28,28,11.037037037037036,399,397,260,27,3151794,28,3,18,3.0
104183,8,8,21.714285714285715,68,68,17,7,3117266,8,2,17,30.0
104184,34,34,10.969696969696969,626,605,420,33,2173039,34,4,18,10.0
104185,35,35,10.529411764705882,446,442,292,34,2355148,35,5,18,30.0
104186,15,15,20.214285714285715,132,132,77,14,1826399,15,5,7,24.0
104187,12,12,10.181818181818182,188,188,108,11,2526048,12,1,14,9.0
104188,6,6,17.4,18,18,13,5,2388398,6,0,14,21.0
104189,10,10,12.444444444444445,49,49,6,9,851002,10,6,16,23.0
104190,23,23,8.363636363636363,168,165,112,22,2044700,23,0,15,6.0
104191,27,27,9.153846153846153,126,125,67,26,2537257,27,3,19,3.0
104192,6,6,20.6,24,24,12,5,2125500,6,3,16,30.0
104193,9,9,13.125,57,52,23,8,2973840,9,1,8,30.0
104194,8,8,13.571428571428571,69,69,12,7,1023286,8,6,15,9.0
104195,12,12,8.090909090909092,129,125,69,11,2899955,12,0,13,4.0
104196,11,11,18.1,222,222,115,10,1602792,11,3,10,20.0
104197,9,9,22.25,113,105,65,8,1267420,9,2,12,30.0
104198,7,7,17.5,88,88,27,6,3113575,7,5,16,13.0
104199,12,12,15.181818181818182,18,18,10,11,2585639,12,5,13,18.0
104200,4,4,11.333333333333334,55,55,6,3,280742,4,6,17,6.0
104201,18,18,13.823529411764707,144,143,102,17,1246277,18,0,15,19.0
104202,16,16,10.2,44,43,24,15,836814,16,0,11,28.0
104203,16,16,15.133333333333333,111,110,58,15,1394541,16,0,18,30.0
104204,7,7,23.833333333333332,27,27,15,6,159181,7,2,18,30.0
104205,5,5,30.0,50,50,12,4,3239304,5,0,16,30.0
104206,8,8,15.285714285714286,61,61,37,7,1605483,8,1,7,30.0
104207,38,38,9.324324324324325,376,373,275,37,1132000,38,3,18,7.0
104208,5,5,17.25,51,51,9,4,2108048,5,4,19,30.0
104209,6,6,9.8,77,77,19,5,2588058,6,3,21,3.0
104210,4,4,27.0,43,43,14,3,1081249,4,0,21,30.0
104211,6,6,21.2,27,27,10,5,3049770,6,5,9,8.0
104212,5,5,12.75,10,10,2,4,2985971,5,1,17,9.0
104213,22,22,11.333333333333334,414,408,219,21,86005,22,2,22,15.0
104214,19,19,17.555555555555557,279,279,191,18,1623818,19,1,16,11.0
104215,5,5,26.25,131,131,64,4,2259449,5,3,12,30.0
104216,8,8,7.714285714285714,129,125,48,7,184948,8,3,21,1.0
104217,20,20,18.63157894736842,233,233,186,19,1868944,20,4,12,23.0
104218,10,10,19.11111111111111,84,84,17,9,1715772,10,2,16,21.0
104219,19,19,10.722222222222221,134,133,44,18,1310236,19,3,16,10.0
104220,44,44,6.767441860465116,179,173,103,43,2091455,44,6,16,5.0
104221,16,16,18.866666666666667,103,101,60,15,2643905,16,2,20,17.0
104222,61,61,6.05,758,721,639,60,3415641,61,0,14,3.0
104223,12,12,22.272727272727273,26,26,16,11,1767097,12,2,15,30.0
104224,9,9,26.125,77,77,15,8,2688438,9,6,10,30.0
104225,12,12,23.636363636363637,33,33,14,11,949412,12,0,8,30.0
104226,11,11,7.0,89,89,41,10,1712131,11,0,14,7.0
104227,8,8,9.857142857142858,84,84,37,7,2383372,8,5,19,7.0
104228,4,4,22.333333333333332,18,18,0,3,47679,4,0,13,7.0
104229,6,6,19.0,59,59,25,5,3234947,6,6,17,11.0
104230,6,6,20.8,61,61,21,5,448212,6,4,10,30.0
104231,5,5,20.5,13,13,5,4,2472167,5,0,15,17.0
104232,11,11,14.7,41,41,21,10,2375417,11,3,17,30.0
104233,8,8,13.285714285714286,210,210,95,7,391489,8,4,16,30.0
104234,8,8,10.857142857142858,110,110,38,7,2950900,8,4,23,30.0
104235,6,6,15.4,36,36,5,5,1296961,6,6,23,7.0
104236,27,27,11.538461538461538,125,120,80,26,3016371,27,0,11,9.0
104237,16,16,7.466666666666667,252,241,150,15,2204455,16,0,9,4.0
104238,11,11,9.9,22,22,16,10,2193661,11,0,16,7.0
104239,19,19,15.88888888888889,139,137,59,18,378310,19,5,16,12.0
104240,4,4,13.333333333333334,18,18,2,3,528569,4,4,13,30.0
104241,11,11,8.9,100,99,45,10,2432410,11,4,23,16.0
104242,79,79,4.628205128205129,610,593,507,78,3320306,79,5,8,4.0
104243,8,8,6.571428571428571,23,23,10,7,1668160,8,1,10,5.0
104244,47,47,5.978260869565218,344,340,203,46,2747134,47,3,15,7.0
104245,7,7,8.166666666666666,100,100,53,6,943433,7,5,11,10.0
104246,6,6,10.6,21,21,4,5,1075715,6,5,13,12.0
104247,7,7,22.833333333333332,14,14,6,6,1840833,7,0,10,14.0
104248,21,21,10.7,146,146,85,20,1331066,21,5,13,7.0
104249,7,7,5.666666666666667,47,46,17,6,2761971,7,3,9,15.0
104250,9,9,21.875,78,78,38,8,2219995,9,1,9,19.0
104251,4,4,18.333333333333332,38,38,3,3,563075,4,1,12,14.0
104252,9,9,20.625,83,83,30,8,1124813,9,0,8,7.0
104253,26,26,12.52,142,134,114,25,1867218,26,4,9,15.0
104254,5,5,15.5,81,81,22,4,1343849,5,1,17,30.0
104255,4,4,20.666666666666668,43,43,5,3,766045,4,5,9,29.0
104256,51,51,7.3,1127,1109,701,50,259589,51,1,10,14.0
104257,28,28,10.481481481481481,511,511,359,27,3382456,28,3,17,11.0
104258,7,7,24.333333333333332,44,44,5,6,2941872,7,3,13,30.0
104259,13,13,5.416666666666667,175,175,53,12,1448630,13,0,10,15.0
104260,4,4,30.0,23,23,3,3,2663339,4,1,20,30.0
104261,9,9,14.625,67,67,34,8,890397,9,6,17,17.0
104262,9,9,23.5,40,40,10,8,1015684,9,1,13,30.0
104263,49,49,7.583333333333333,589,566,439,48,3030419,49,0,15,7.0
104264,19,19,5.888888888888889,149,146,54,18,3318107,19,3,11,2.0
104265,22,22,14.571428571428571,171,171,70,21,332407,22,0,16,11.0
104266,4,4,24.333333333333332,12,12,2,3,837069,4,2,10,30.0
104267,6,6,19.2,55,55,10,5,1057177,6,4,18,18.0
104268,18,18,13.941176470588236,111,111,58,17,2682786,18,0,13,18.0
104269,10,10,23.555555555555557,101,101,42,9,2891319,10,6,10,30.0
104270,5,5,22.25,31,31,6,4,759545,5,1,10,30.0
104271,8,8,25.571428571428573,38,38,21,7,3298349,8,0,16,30.0
104272,18,18,11.823529411764707,77,77,30,17,254179,18,5,19,19.0
104273,56,56,5.2727272727272725,479,473,268,55,2821649,56,1,12,2.0
104274,5,5,28.0,17,17,3,4,964567,5,5,18,30.0
104275,51,51,4.18,578,570,441,50,2978016,51,6,13,3.0
104276,5,5,16.0,16,16,4,4,1114810,5,6,11,6.0
104277,9,9,21.625,67,67,24,8,2248347,9,0,8,28.0
104278,8,8,26.428571428571427,26,26,17,7,2615482,8,4,14,30.0
104279,5,5,14.75,23,23,4,4,301617,5,0,16,30.0
104280,5,5,25.0,13,13,3,4,356020,5,0,11,30.0
104281,10,10,23.333333333333332,59,58,11,9,3306386,10,0,12,7.0
104282,6,6,25.0,12,12,4,5,452683,6,2,14,30.0
104283,35,35,8.941176470588236,225,224,88,34,1613575,35,6,12,1.0
104284,20,20,15.842105263157896,302,300,168,19,1489010,20,2,17,30.0
104285,20,20,15.157894736842104,251,245,168,19,1380313,20,1,9,16.0
104286,8,8,6.285714285714286,40,40,13,7,3324566,8,6,16,11.0
104287,10,10,23.555555555555557,11,11,8,9,1865514,10,4,20,30.0
104288,72,72,5.140845070422535,1163,1143,729,71,3045196,72,0,17,10.0
104289,9,9,7.875,158,158,87,8,2531422,9,0,14,8.0
104290,11,11,15.8,127,123,47,10,514032,11,0,11,30.0
104291,4,4,15.666666666666666,22,22,2,3,702820,4,3,17,8.0
104292,37,37,9.694444444444445,417,411,263,36,3232152,37,4,16,3.0
104293,4,4,27.0,30,30,3,3,239447,4,6,16,30.0
104294,20,20,14.578947368421053,356,351,164,19,334576,20,2,10,30.0
104295,23,23,13.590909090909092,291,291,160,22,1439659,23,5,9,18.0
104296,13,13,17.416666666666668,60,60,15,12,2211757,13,4,15,2.0
104297,13,13,16.75,214,214,95,12,2582586,13,1,19,9.0
104298,30,30,9.689655172413794,204,202,113,29,96348,30,1,10,7.0
104299,10,10,23.88888888888889,72,72,34,9,2770791,10,0,16,30.0
104300,20,20,16.263157894736842,190,190,68,19,3227582,20,0,9,14.0
104301,11,11,16.3,69,69,28,10,697350,11,3,14,18.0
104302,30,30,9.137931034482758,323,314,221,29,1485964,30,6,10,13.0
104303,9,9,24.75,24,24,10,8,1454195,9,4,14,28.0
104304,48,48,7.531914893617022,346,336,234,47,1079026,48,6,16,11.0
104305,4,4,29.0,25,25,5,3,273757,4,5,16,27.0
104306,7,7,21.333333333333332,41,41,3,6,628541,7,0,7,30.0
104307,91,91,4.055555555555555,679,650,522,90,3379851,91,6,10,6.0
104308,11,11,19.6,99,95,43,10,748059,11,5,13,30.0
104309,4,4,25.0,71,71,15,3,2842785,4,6,19,30.0
104310,5,5,11.25,79,79,38,4,779188,5,5,21,3.0
104311,14,14,14.692307692307692,173,172,40,13,2953095,14,3,16,19.0
104312,22,22,9.0,503,499,350,21,2458586,22,0,13,7.0
104313,12,12,15.727272727272727,398,398,232,11,201177,12,0,23,16.0
104314,14,14,20.53846153846154,172,168,65,13,117055,14,2,13,30.0
104315,6,6,13.6,65,65,17,5,287887,6,0,10,8.0
104316,14,14,14.153846153846153,129,128,78,13,283912,14,6,15,6.0
104317,7,7,25.166666666666668,48,48,9,6,97011,7,0,17,22.0
104318,63,63,5.064516129032258,641,635,436,62,3224921,63,4,13,5.0
104319,19,19,17.555555555555557,259,251,155,18,1693117,19,2,8,16.0
104320,30,30,5.931034482758621,164,156,124,29,2019292,30,0,16,14.0
104321,9,9,8.875,64,64,32,8,3175817,9,4,15,7.0
104322,13,13,12.166666666666666,235,235,117,12,3145618,13,6,16,5.0
104323,6,6,20.8,21,21,4,5,1198974,6,0,9,30.0
104324,50,50,7.122448979591836,368,365,289,49,1886874,50,0,11,10.0
104325,16,16,11.466666666666667,177,164,108,15,3170314,16,4,16,3.0
104326,19,19,13.166666666666666,319,310,187,18,1265387,19,2,16,8.0
104327,8,8,14.571428571428571,45,45,16,7,1676089,8,2,12,17.0
104328,38,38,9.64864864864865,259,252,162,37,116640,38,6,15,2.0
104329,45,45,7.318181818181818,262,256,174,44,455581,45,0,20,5.0
104330,4,4,16.0,64,64,24,3,2427345,4,0,21,12.0
104331,72,72,4.323943661971831,628,590,540,71,3404144,72,0,11,3.0
104332,20,20,12.789473684210526,189,176,100,19,2479662,20,1,12,22.0
104333,10,10,15.0,63,63,25,9,1856587,10,6,21,26.0
104334,5,5,15.25,27,27,2,4,2294578,5,3,10,30.0
104335,38,38,8.027027027027026,935,906,744,37,1101661,38,1,14,3.0
104336,18,18,17.941176470588236,88,83,55,17,348799,18,6,0,16.0
104337,18,18,15.823529411764707,158,157,85,17,3372106,18,3,16,3.0
104338,41,41,8.9,590,578,352,40,2187957,41,6,9,20.0
104339,100,100,3.272727272727273,1618,1539,1240,99,3044003,100,5,10,1.0
104340,5,5,5.5,30,30,2,4,2771799,5,4,12,6.0
104341,30,30,10.379310344827585,159,157,87,29,1833657,30,4,22,13.0
104342,18,18,13.352941176470589,90,90,30,17,2170122,18,4,11,8.0
104343,6,6,24.6,65,65,12,5,1831520,6,6,11,30.0
104344,17,17,9.75,193,189,121,16,2186201,17,5,16,9.0
104345,16,16,14.266666666666667,136,136,29,15,1065009,16,0,16,30.0
104346,4,4,12.0,38,38,6,3,2536079,4,6,17,6.0
104347,13,13,14.75,37,33,22,12,170951,13,3,9,30.0
104348,16,16,19.4,78,78,46,15,1093399,16,5,21,23.0
104349,8,8,22.857142857142858,54,54,20,7,3222580,8,0,12,30.0
104350,46,46,5.2,466,443,329,45,1930651,46,2,20,0.0
104351,4,4,18.666666666666668,38,38,3,3,928804,4,3,19,30.0
104352,15,15,14.642857142857142,129,129,67,14,3182643,15,3,15,4.0
104353,26,26,14.2,473,471,295,25,681391,26,2,18,16.0
104354,36,36,9.942857142857143,218,213,134,35,2154083,36,6,12,13.0
104355,25,25,13.916666666666666,202,202,105,24,1026198,25,0,14,8.0
104356,7,7,7.833333333333333,53,53,6,6,1997064,7,3,16,7.0
104357,12,12,17.363636363636363,172,172,111,11,1879899,12,4,12,27.0
104358,4,4,30.0,18,18,1,3,2823974,4,6,18,30.0
104359,19,19,18.38888888888889,309,304,183,18,1723644,19,3,10,13.0
104360,12,12,17.181818181818183,91,91,68,11,2113699,12,1,15,15.0
104361,8,8,5.285714285714286,34,34,7,7,2210390,8,5,8,23.0
104362,4,4,27.0,17,17,2,3,1667092,4,6,17,21.0
104363,7,7,22.166666666666668,42,42,11,6,768591,7,3,13,7.0
104364,10,10,19.555555555555557,191,187,59,9,2408275,10,1,16,5.0
104365,4,4,30.0,25,25,2,3,399692,4,5,13,30.0
104366,50,50,7.36734693877551,268,262,210,49,3163078,50,5,10,7.0
104367,47,47,4.173913043478261,400,398,224,46,1346080,47,3,15,7.0
104368,11,11,21.4,37,37,26,10,1729633,11,6,19,30.0
104369,28,28,7.703703703703703,366,362,191,27,2443627,28,0,15,7.0
104370,30,30,11.620689655172415,270,269,138,29,1700350,30,6,12,7.0
104371,11,11,20.6,76,76,18,10,2816739,11,0,17,14.0
104372,23,23,8.0,134,134,62,22,51912,23,4,12,30.0
104373,16,16,19.133333333333333,214,214,82,15,875813,16,6,16,14.0
104374,31,31,11.433333333333334,139,139,73,30,616231,31,1,16,30.0
